Code,File Code,Barcode,Storage,Legal entity,Team,Team type,City,Description,Last return day,Location,Status,Create date,Updated at
000000000322,SHA0000211528,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-05~05-3/3 ,,,IN,,2018/6/26 16:59
000000000323,SHA0000211529,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-1/5 ,,,IN,,2018/6/26 16:59
000000000324,SHA0000211530,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-2/5 ,,,IN,,2018/6/26 16:59
000000000325,SHA0000211531,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-3/5 ,,,IN,,2018/6/26 16:59
000000000326,SHA0000211532,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-4/5 ,,,IN,,2018/6/26 16:59
000000000327,SHA0000211533,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-5/5 ,,,IN,,2018/6/26 16:59
000000000328,SHA0000211534,SH1813073,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-1/4 ,,,IN,,2018/6/26 16:59
000000000329,SHA0000211535,SH1813073,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-2/4 ,,,IN,,2018/6/26 16:59
000000000330,SHA0000211536,SH1813073,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-3/4 ,,,IN,,2018/6/26 16:59
000000000331,SHA0000211537,SH1813073,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-4/4 ,,,IN,,2018/6/26 16:59
000000000332,SHA0000211538,SH1813073,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-1/6 ,,,IN,,2018/6/26 16:59
000000000333,SHA0000211539,SH1813073,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-2/6 ,,,IN,,2018/6/26 16:59
000000000334,SHA0000211540,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-3/6 ,,,IN,,2018/6/26 16:59
000000000335,SHA0000211541,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-4/6 ,,,IN,,2018/6/26 16:59
000000000336,SHA0000211542,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-5/6 ,,,IN,,2018/6/26 16:59
000000000337,SHA0000211543,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-6/6 ,,,IN,,2018/6/26 16:59
000000000338,SHA0000211544,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-1/4 ,,,IN,,2018/6/26 16:59
000000000339,SHA0000211545,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-2/4 ,,,IN,,2018/6/26 16:59
000000000340,SHA0000211546,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-3/4 ,,,IN,,2018/6/26 16:59
000000000341,SHA0000211547,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-4/4 ,,,IN,,2018/6/26 16:59
000000000342,SHA0000211548,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-1/7 ,,,IN,,2018/6/26 16:59
000000000343,SHA0000211549,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-2/7 ,,,IN,,2018/6/26 16:59
000000000344,SHA0000211550,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-3/7 ,,,IN,,2018/6/26 16:59
000000000345,SHA0000211551,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-4/7 ,,,IN,,2018/6/26 16:59
000000000346,SHA0000211552,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-5/7 ,,,IN,,2018/6/26 16:59
000000000347,SHA0000211553,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-6/7 ,,,IN,,2018/6/26 16:59
000000000348,SHA0000211554,SH1813073,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-7/7 ,,,IN,,2018/6/26 16:59
000000000349,SHA0000211939,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-1/4 ,,,IN,,2018/6/26 16:59
000000000350,SHA0000211940,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-2/4 ,,,IN,,2018/6/26 16:59
000000000351,SHA0000211941,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-3/4 ,,,IN,,2018/6/26 16:59
000000000352,SHA0000211942,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-4/4 ,,,IN,,2018/6/26 16:59
000000000353,SHA0000211943,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-1/4 ,,,IN,,2018/6/26 16:59
000000000354,SHA0000211944,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-2/4 ,,,IN,,2018/6/26 16:59
000000000355,SHA0000211945,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-3/4 ,,,IN,,2018/6/26 16:59
000000000356,SHA0000211946,SH1813090,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-4/4 ,,,IN,,2018/6/26 16:59
000000000362,SHA0000211555,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-1/12 ,,,IN,,2018/6/26 16:59
000000000363,SHA0000211556,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-2/12 ,,,IN,,2018/6/26 16:59
000000000364,SHA0000211557,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-3/12 ,,,IN,,2018/6/26 16:59
000000000365,SHA0000211558,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-4/12 ,,,IN,,2018/6/26 16:59
000000000366,SHA0000211559,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-5/12 ,,,IN,,2018/6/26 16:59
000000000367,SHA0000211560,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-6/12 ,,,IN,,2018/6/26 16:59
000000000368,SHA0000211561,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-7/12 ,,,IN,,2018/6/26 16:59
000000000369,SHA0000211562,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-8/12 ,,,IN,,2018/6/26 16:59
000000000370,SHA0000211563,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-9/12 ,,,IN,,2018/6/26 16:59
000000000371,SHA0000211564,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-10/12 ,,,IN,,2018/6/26 16:59
000000000372,SHA0000211565,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-11/12 ,,,IN,,2018/6/26 16:59
000000000373,SHA0000211566,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-12/12 ,,,IN,,2018/6/26 16:59
000000000374,SHA0000211567,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-1/14 ,,,IN,,2018/6/26 16:59
000000000375,SHA0000211568,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-2/14 ,,,IN,,2018/6/26 16:59
000000000376,SHA0000211569,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-3/14 ,,,IN,,2018/6/26 16:59
000000000377,SHA0000211570,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-4/14 ,,,IN,,2018/6/26 16:59
000000000378,SHA0000211571,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-5/14 ,,,IN,,2018/6/26 16:59
000000000379,SHA0000211572,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-6/14 ,,,IN,,2018/6/26 16:59
000000000380,SHA0000211573,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-7/14 ,,,IN,,2018/6/26 16:59
000000000381,SHA0000211574,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-8/14 ,,,IN,,2018/6/26 16:59
000000000382,SHA0000211575,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-9/14 ,,,IN,,2018/6/26 16:59
000000000383,SHA0000211576,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-10/14 ,,,IN,,2018/6/26 16:59
000000000384,SHA0000211577,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-11/14 ,,,IN,,2018/6/26 16:59
000000000385,SHA0000211578,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-12/14 ,,,IN,,2018/6/26 16:59
000000000386,SHA0000211579,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-13/14 ,,,IN,,2018/6/26 16:59
000000000387,SHA0000211580,SH1813074,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-14/14 ,,,IN,,2018/6/26 16:59
000000000388,SHA0000211581,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-1/16 ,,,IN,,2018/6/26 16:59
000000000389,SHA0000211582,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-2/16 ,,,IN,,2018/6/26 16:59
000000000390,SHA0000211583,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-3/16 ,,,IN,,2018/6/26 16:59
000000000391,SHA0000211584,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-4/16 ,,,IN,,2018/6/26 16:59
000000000392,SHA0000211585,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-5/16 ,,,IN,,2018/6/26 16:59
000000000393,SHA0000211586,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-6/16 ,,,IN,,2018/6/26 16:59
000000000394,SHA0000211587,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-7/16 ,,,IN,,2018/6/26 16:59
000000000395,SHA0000211588,SH1813075,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-8/16 ,,,IN,,2018/6/26 16:59
000000000396,SHA0000211589,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-9/16 ,,,IN,,2018/6/26 16:59
000000000397,SHA0000211590,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-10/16 ,,,IN,,2018/6/26 16:59
000000000398,SHA0000211591,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-11/16 ,,,IN,,2018/6/26 16:59
000000000399,SHA0000211592,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-12/16 ,,,IN,,2018/6/26 16:59
000000000400,SHA0000211593,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-13/16 ,,,IN,,2018/6/26 16:59
000000000401,SHA0000211594,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-14/16 ,,,IN,,2018/6/26 16:59
000000000402,SHA0000211595,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-15/16 ,,,IN,,2018/6/26 16:59
000000000403,SHA0000211596,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-16/16 ,,,IN,,2018/6/26 16:59
000000000404,SHA0000211597,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-1/12 ,,,IN,,2018/6/26 16:59
000000000405,SHA0000211598,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-2/12 ,,,IN,,2018/6/26 16:59
000000000406,SHA0000211599,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-3/12 ,,,IN,,2018/6/26 16:59
000000000407,SHA0000211600,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-4/12 ,,,IN,,2018/6/26 16:59
000000000408,SHA0000211601,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-5/12 ,,,IN,,2018/6/26 16:59
000000000409,SHA0000211602,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-6/12 ,,,IN,,2018/6/26 16:59
000000000410,SHA0000211603,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-7/12 ,,,IN,,2018/6/26 16:59
000000000411,SHA0000211604,SH1813075,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-8/12 ,,,IN,,2018/6/26 16:59
000000000412,SHA0000211605,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-9/12 ,,,IN,,2018/6/26 16:59
000000000413,SHA0000211606,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-10/12 ,,,IN,,2018/6/26 16:59
000000000414,SHA0000211607,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-11/12 ,,,IN,,2018/6/26 16:59
000000000415,SHA0000211608,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-12/12 ,,,IN,,2018/6/26 16:59
000000000416,SHA0000211609,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-1/12 ,,,IN,,2018/6/26 16:59
000000000417,SHA0000211610,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-2/12 ,,,IN,,2018/6/26 16:59
000000000418,SHA0000211611,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-3/12 ,,,IN,,2018/6/26 16:59
000000000419,SHA0000211612,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-4/12 ,,,IN,,2018/6/26 16:59
000000000420,SHA0000211613,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-5/12 ,,,IN,,2018/6/26 16:59
000000000421,SHA0000211614,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-6/12 ,,,IN,,2018/6/26 16:59
000000000422,SHA0000211615,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-7/12 ,,,IN,,2018/6/26 16:59
000000000423,SHA0000211616,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-8/12 ,,,IN,,2018/6/26 16:59
000000000424,SHA0000211617,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-9/12 ,,,IN,,2018/6/26 16:59
000000000425,SHA0000211618,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-10/12 ,,,IN,,2018/6/26 16:59
000000000426,SHA0000211619,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-11/12 ,,,IN,,2018/6/26 16:59
000000000427,SHA0000211620,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-12/12 ,,,IN,,2018/6/26 16:59
000000000428,SHA0000211621,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-1/10 ,,,IN,,2018/6/26 16:59
000000000429,SHA0000211622,SH1813076,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-2/10 ,,,IN,,2018/6/26 16:59
000000000430,SHA0000211623,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-3/10 ,,,IN,,2018/6/26 16:59
000000000431,SHA0000211624,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-4/10 ,,,IN,,2018/6/26 16:59
000000000432,SHA0000211625,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-5/10 ,,,IN,,2018/6/26 16:59
000000000433,SHA0000211626,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-6/10 ,,,IN,,2018/6/26 16:59
000000000434,SHA0000211627,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-7/10 ,,,IN,,2018/6/26 16:59
000000000435,SHA0000211628,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-8/10 ,,,IN,,2018/6/26 16:59
000000000436,SHA0000211629,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-9/10 ,,,IN,,2018/6/26 16:59
000000000437,SHA0000211630,SH1813076,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-10/10 ,,,IN,,2018/6/26 16:59
000000000438,SHA0000211631,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-1/9 ,,,IN,,2018/6/26 16:59
000000000439,SHA0000211632,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-2/9 ,,,IN,,2018/6/26 16:59
000000000440,SHA0000211633,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-3/9 ,,,IN,,2018/6/26 16:59
000000000441,SHA0000211634,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-4/9 ,,,IN,,2018/6/26 16:59
000000000442,SHA0000211635,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-5/9 ,,,IN,,2018/6/26 16:59
000000000443,SHA0000211636,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-6/9 ,,,IN,,2018/6/26 16:59
000000000444,SHA0000211637,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-7/9 ,,,IN,,2018/6/26 16:59
000000000445,SHA0000211638,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-8/9 ,,,IN,,2018/6/26 16:59
000000000446,SHA0000211639,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-9/9 ,,,IN,,2018/6/26 16:59
000000000447,SHA0000211640,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-1/15 ,,,IN,,2018/6/26 16:59
000000000448,SHA0000211641,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-2/15 ,,,IN,,2018/6/26 16:59
000000000449,SHA0000211642,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-3/15 ,,,IN,,2018/6/26 16:59
000000000450,SHA0000211643,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-4/15 ,,,IN,,2018/6/26 16:59
000000000451,SHA0000211644,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-5/15 ,,,IN,,2018/6/26 16:59
000000000452,SHA0000211645,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-6/15 ,,,IN,,2018/6/26 16:59
000000000453,SHA0000211646,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-7/15 ,,,IN,,2018/6/26 16:59
000000000454,SHA0000211647,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-8/15 ,,,IN,,2018/6/26 16:59
000000000455,SHA0000211648,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-9/15 ,,,IN,,2018/6/26 16:59
000000000456,SHA0000211649,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-10/15 ,,,IN,,2018/6/26 16:59
000000000457,SHA0000211650,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-11/15 ,,,IN,,2018/6/26 16:59
000000000458,SHA0000211651,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-12/15 ,,,IN,,2018/6/26 16:59
000000000459,SHA0000211652,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-13/15 ,,,IN,,2018/6/26 16:59
000000000460,SHA0000211653,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-14/15 ,,,IN,,2018/6/26 16:59
000000000461,SHA0000211654,SH1813077,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-15/15 ,,,IN,,2018/6/26 16:59
000000000462,SHA0000211728,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-1/16 ,,,IN,,2018/6/26 16:59
000000000463,SHA0000211729,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-2/16 ,,,IN,,2018/6/26 16:59
000000000464,SHA0000211730,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-3/16 ,,,IN,,2018/6/26 16:59
000000000465,SHA0000211731,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-4/16 ,,,IN,,2018/6/26 16:59
000000000466,SHA0000211732,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-5/16 ,,,IN,,2018/6/26 16:59
000000000467,SHA0000211733,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-6/16 ,,,IN,,2018/6/26 16:59
000000000468,SHA0000211734,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-7/16 ,,,IN,,2018/6/26 16:59
000000000469,SHA0000211735,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-8/16 ,,,IN,,2018/6/26 16:59
000000000470,SHA0000211736,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-9/16 ,,,IN,,2018/6/26 16:59
000000000471,SHA0000211737,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-10/16 ,,,IN,,2018/6/26 16:59
000000000472,SHA0000211738,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-11/16 ,,,IN,,2018/6/26 16:59
000000000473,SHA0000211739,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-12/16 ,,,IN,,2018/6/26 16:59
000000000474,SHA0000211740,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-13/16 ,,,IN,,2018/6/26 16:59
000000000475,SHA0000211741,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-14/16 ,,,IN,,2018/6/26 16:59
000000000476,SHA0000211742,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-15/16 ,,,IN,,2018/6/26 16:59
000000000477,SHA0000211743,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-16/16 ,,,IN,,2018/6/26 16:59
000000000478,SHA0000211744,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-1/16 ,,,IN,,2018/6/26 16:59
000000000479,SHA0000211745,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-2/16 ,,,IN,,2018/6/26 16:59
000000000480,SHA0000211746,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-3/16 ,,,IN,,2018/6/26 16:59
000000000481,SHA0000211747,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-4/16 ,,,IN,,2018/6/26 16:59
000000000482,SHA0000211748,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-5/16 ,,,IN,,2018/6/26 16:59
000000000483,SHA0000211749,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-6/16 ,,,IN,,2018/6/26 16:59
000000000484,SHA0000211750,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-7/16 ,,,IN,,2018/6/26 16:59
000000000485,SHA0000211751,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-8/16 ,,,IN,,2018/6/26 16:59
000000000486,SHA0000211752,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-9/16 ,,,IN,,2018/6/26 16:59
000000000487,SHA0000211753,SH1813081,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-10/16 ,,,IN,,2018/6/26 16:59
000000000488,SHA0000211754,SH1813082,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-11/16 ,,,IN,,2018/6/26 16:59
000000000489,SHA0000211755,SH1813082,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-12/16 ,,,IN,,2018/6/26 16:59
