Code,File Code,Barcode,Storage,Legal entity,Team,Team type,City,Description,Last return day,Location,Status,Create date,Updated at
000000000162,SHA0000211294,SH1813039,A005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-03~03-1/7 ,,,IN,,2018/6/26 16:59
000000000163,SHA0000211295,SH1813039,A005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-03~03-2/7 ,,,IN,,2018/6/26 16:59
000000000164,SHA0000211296,SH1813040,A005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-03~03-3/7 ,,,IN,,2018/6/26 16:59
000000000165,SHA0000211297,SH1813040,A005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-03~03-4/7 ,,,IN,,2018/6/26 16:59
000000000166,SHA0000211298,SH1813040,A005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-03~03-5/7 ,,,IN,,2018/6/26 16:59
000000000167,SHA0000211299,SH1813040,A005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-03~03-6/7 ,,,IN,,2018/6/26 16:59
000000000168,SHA0000211300,SH1813040,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-03~03-7/7 ,,,IN,,2018/6/26 16:59
000000000169,SHA0000211301,SH1813041,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-1/8 ,,,IN,,2018/6/26 16:59
000000000170,SHA0000211302,SH1813041,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-2/8 ,,,IN,,2018/6/26 16:59
000000000171,SHA0000211303,SH1813041,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-3/8 ,,,IN,,2018/6/26 16:59
000000000172,SHA0000211304,SH1813041,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-4/8 ,,,IN,,2018/6/26 16:59
000000000173,SHA0000211305,SH1813041,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-5/8 ,,,IN,,2018/6/26 16:59
000000000174,SHA0000211306,SH1813041,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-6/8 ,,,IN,,2018/6/26 16:59
000000000175,SHA0000211307,SH1813042,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-7/8 ,,,IN,,2018/6/26 16:59
000000000176,SHA0000211308,SH1813042,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-04~04-8/8 ,,,IN,,2018/6/26 16:59
000000000177,SHA0000211309,SH1813042,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-1/10 ,,,IN,,2018/6/26 16:59
000000000178,SHA0000211310,SH1813042,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-2/10 ,,,IN,,2018/6/26 16:59
000000000179,SHA0000211311,SH1813042,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-3/10 ,,,IN,,2018/6/26 16:59
000000000180,SHA0000211312,SH1813042,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-4/10 ,,,IN,,2018/6/26 16:59
000000000181,SHA0000211313,SH1813043,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-5/10 ,,,IN,,2018/6/26 16:59
000000000182,SHA0000211314,SH1813043,A005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-6/10 ,,,IN,,2018/6/26 16:59
000000000183,SHA0000211315,SH1813043,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-7/10 ,,,IN,,2018/6/26 16:59
000000000184,SHA0000211316,SH1813043,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-8/10 ,,,IN,,2018/6/26 16:59
000000000185,SHA0000211317,SH1813043,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-9/10 ,,,IN,,2018/6/26 16:59
000000000186,SHA0000211318,SH1813043,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-05~05-10/10 ,,,IN,,2018/6/26 16:59
000000000187,SHA0000211319,SH1813044,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-1/12 ,,,IN,,2018/6/26 16:59
000000000188,SHA0000211320,SH1813044,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-2/12 ,,,IN,,2018/6/26 16:59
000000000189,SHA0000211321,SH1813044,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-3/12 ,,,IN,,2018/6/26 16:59
000000000190,SHA0000211322,SH1813044,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-4/12 ,,,IN,,2018/6/26 16:59
000000000191,SHA0000211323,SH1813044,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-5/12 ,,,IN,,2018/6/26 16:59
000000000192,SHA0000211324,SH1813044,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-6/12 ,,,IN,,2018/6/26 16:59
000000000193,SHA0000211325,SH1813045,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-7/12 ,,,IN,,2018/6/26 16:59
000000000194,SHA0000211326,SH1813045,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-8/12 ,,,IN,,2018/6/26 16:59
000000000195,SHA0000211327,SH1813045,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-9/12 ,,,IN,,2018/6/26 16:59
000000000196,SHA0000211328,SH1813045,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-10/12 ,,,IN,,2018/6/26 16:59
000000000197,SHA0000211329,SH1813045,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-11/12 ,,,IN,,2018/6/26 16:59
000000000198,SHA0000211330,SH1813045,A005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-06~06-12/12 ,,,IN,,2018/6/26 16:59
000000000199,SHA0000211331,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-1/8 ,,,IN,,2018/6/26 16:59
000000000200,SHA0000211332,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-2/8 ,,,IN,,2018/6/26 16:59
000000000201,SHA0000211333,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-3/8 ,,,IN,,2018/6/26 16:59
000000000202,SHA0000211334,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-4/8 ,,,IN,,2018/6/26 16:59
000000000203,SHA0000211335,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-5/8 ,,,IN,,2018/6/26 16:59
000000000204,SHA0000211336,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-6/8 ,,,IN,,2018/6/26 16:59
000000000205,SHA0000211337,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-7/8 ,,,IN,,2018/6/26 16:59
000000000206,SHA0000211338,SH1813046,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-07~07-8/8 ,,,IN,,2018/6/26 16:59
000000000207,SHA0000211339,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-1/8 ,,,IN,,2018/6/26 16:59
000000000208,SHA0000211340,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-2/8 ,,,IN,,2018/6/26 16:59
000000000209,SHA0000211341,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-3/8 ,,,IN,,2018/6/26 16:59
000000000210,SHA0000211342,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-4/8 ,,,IN,,2018/6/26 16:59
000000000211,SHA0000211343,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-5/8 ,,,IN,,2018/6/26 16:59
000000000212,SHA0000211344,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-6/8 ,,,IN,,2018/6/26 16:59
000000000213,SHA0000211345,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-7/8 ,,,IN,,2018/6/26 16:59
000000000214,SHA0000211346,SH1813047,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-08~08-8/8 ,,,IN,,2018/6/26 16:59
000000000215,SHA0000211347,SH1813048,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-1/8 ,,,IN,,2018/6/26 16:59
000000000216,SHA0000211348,SH1813048,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-2/8 ,,,IN,,2018/6/26 16:59
000000000217,SHA0000211349,SH1813048,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-3/8 ,,,IN,,2018/6/26 16:59
000000000218,SHA0000211350,SH1813048,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-4/8 ,,,IN,,2018/6/26 16:59
000000000219,SHA0000211351,SH1813048,A005004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-5/8 ,,,IN,,2018/6/26 16:59
000000000220,SHA0000211352,SH1813048,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-6/8 ,,,IN,,2018/6/26 16:59
000000000221,SHA0000211353,SH1813048,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-7/8 ,,,IN,,2018/6/26 16:59
000000000222,SHA0000211354,SH1813048,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-09~09-8/8 ,,,IN,,2018/6/26 16:59
000000000223,SHA0000211380,SH1813053,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-1/8 ,,,IN,,2018/6/26 16:59
000000000224,SHA0000211381,SH1813053,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-2/8 ,,,IN,,2018/6/26 16:59
000000000225,SHA0000211382,SH1813053,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-3/8 ,,,IN,,2018/6/26 16:59
000000000226,SHA0000211383,SH1813053,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-4/8 ,,,IN,,2018/6/26 16:59
000000000227,SHA0000211384,SH1813053,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-5/8 ,,,IN,,2018/6/26 16:59
000000000228,SHA0000211385,SH1813053,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-6/8 ,,,IN,,2018/6/26 16:59
000000000229,SHA0000211386,SH1813054,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-7/8 ,,,IN,,2018/6/26 16:59
000000000230,SHA0000211387,SH1813054,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-01~01-8/8 ,,,IN,,2018/6/26 16:59
000000000231,SHA0000211388,SH1813054,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-1/7 ,,,IN,,2018/6/26 16:59
000000000232,SHA0000211389,SH1813054,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-2/7 ,,,IN,,2018/6/26 16:59
000000000233,SHA0000211390,SH1813054,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-3/7 ,,,IN,,2018/6/26 16:59
000000000234,SHA0000211391,SH1813054,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-4/7 ,,,IN,,2018/6/26 16:59
000000000235,SHA0000211392,SH1813055,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-5/7 ,,,IN,,2018/6/26 16:59
000000000236,SHA0000211393,SH1813055,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-6/7 ,,,IN,,2018/6/26 16:59
000000000237,SHA0000211394,SH1813055,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-7/7 ,,,IN,,2018/6/26 16:59
000000000238,SHA0000211395,SH1813055,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-1/9 ,,,IN,,2018/6/26 16:59
000000000239,SHA0000211396,SH1813055,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-2/9 ,,,IN,,2018/6/26 16:59
000000000240,SHA0000211397,SH1813056,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-3/9 ,,,IN,,2018/6/26 16:59
000000000241,SHA0000211398,SH1813056,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-4/9 ,,,IN,,2018/6/26 16:59
000000000242,SHA0000211399,SH1813056,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-5/9 ,,,IN,,2018/6/26 16:59
000000000243,SHA0000211400,SH1813056,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-6/9 ,,,IN,,2018/6/26 16:59
000000000244,SHA0000211401,SH1813056,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-7/9 ,,,IN,,2018/6/26 16:59
000000000245,SHA0000211402,SH1813056,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-8/9 ,,,IN,,2018/6/26 16:59
000000000246,SHA0000211403,SH1813057,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-9/9 ,,,IN,,2018/6/26 16:59
000000000247,SHA0000211404,SH1813057,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-1/7 ,,,IN,,2018/6/26 16:59
000000000248,SHA0000211405,SH1813057,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-2/7 ,,,IN,,2018/6/26 16:59
000000000249,SHA0000211406,SH1813057,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-3/7 ,,,IN,,2018/6/26 16:59
000000000250,SHA0000211407,SH1813057,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-4/7 ,,,IN,,2018/6/26 16:59
000000000251,SHA0000211408,SH1813058,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-5/7 ,,,IN,,2018/6/26 16:59
000000000252,SHA0000211409,SH1813058,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-6/7 ,,,IN,,2018/6/26 16:59
000000000253,SHA0000211410,SH1813058,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-7/7 ,,,IN,,2018/6/26 16:59
000000000254,SHA0000211411,SH1813058,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-1/13 ,,,IN,,2018/6/26 16:59
000000000255,SHA0000211412,SH1813058,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-2/13 ,,,IN,,2018/6/26 16:59
000000000256,SHA0000211413,SH1813059,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-3/13 ,,,IN,,2018/6/26 16:59
000000000257,SHA0000211414,SH1813059,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-4/13 ,,,IN,,2018/6/26 16:59
000000000258,SHA0000211415,SH1813059,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-5/13 ,,,IN,,2018/6/26 16:59
000000000259,SHA0000211416,SH1813059,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-6/13 ,,,IN,,2018/6/26 16:59
000000000260,SHA0000211417,SH1813059,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-7/13 ,,,IN,,2018/6/26 16:59
000000000261,SHA0000211418,SH1813059,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-8/13 ,,,IN,,2018/6/26 16:59
000000000262,SHA0000211419,SH1813060,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-9/13 ,,,IN,,2018/6/26 16:59
000000000263,SHA0000211420,SH1813060,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-10/13 ,,,IN,,2018/6/26 16:59
000000000264,SHA0000211421,SH1813060,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-11/13 ,,,IN,,2018/6/26 16:59
000000000265,SHA0000211422,SH1813060,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-12/13 ,,,IN,,2018/6/26 16:59
000000000266,SHA0000211423,SH1813060,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-13/13 ,,,IN,,2018/6/26 16:59
000000000267,SHA0000211424,SH1813060,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-1/10 ,,,IN,,2018/6/26 16:59
000000000268,SHA0000211425,SH1813060,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-2/10 ,,,IN,,2018/6/26 16:59
000000000269,SHA0000211426,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-3/10 ,,,IN,,2018/6/26 16:59
000000000270,SHA0000211427,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-4/10 ,,,IN,,2018/6/26 16:59
000000000271,SHA0000211428,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-5/10 ,,,IN,,2018/6/26 16:59
000000000272,SHA0000211429,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-6/10 ,,,IN,,2018/6/26 16:59
000000000273,SHA0000211430,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-7/10 ,,,IN,,2018/6/26 16:59
000000000274,SHA0000211431,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-8/10 ,,,IN,,2018/6/26 16:59
000000000275,SHA0000211432,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-9/10 ,,,IN,,2018/6/26 16:59
000000000276,SHA0000211433,SH1813061,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-10/10 ,,,IN,,2018/6/26 16:59
000000000277,SHA0000211434,SH1813062,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-1/10 ,,,IN,,2018/6/26 16:59
000000000278,SHA0000211435,SH1813062,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-2/10 ,,,IN,,2018/6/26 16:59
000000000279,SHA0000211436,SH1813062,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-3/10 ,,,IN,,2018/6/26 16:59
000000000280,SHA0000211437,SH1813062,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-4/10 ,,,IN,,2018/6/26 16:59
000000000281,SHA0000211438,SH1813062,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-5/10 ,,,IN,,2018/6/26 16:59
000000000282,SHA0000211439,SH1813062,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-6/10 ,,,IN,,2018/6/26 16:59
000000000283,SHA0000211440,SH1813062,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-7/10 ,,,IN,,2018/6/26 16:59
000000000284,SHA0000211441,SH1813063,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-8/10 ,,,IN,,2018/6/26 16:59
000000000285,SHA0000211442,SH1813063,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-9/10 ,,,IN,,2018/6/26 16:59
000000000286,SHA0000211443,SH1813063,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-10/10 ,,,IN,,2018/6/26 16:59
000000000287,SHA0000211444,SH1813063,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-1/13 ,,,IN,,2018/6/26 16:59
000000000288,SHA0000211445,SH1813063,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-2/13 ,,,IN,,2018/6/26 16:59
000000000289,SHA0000211446,SH1813063,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-3/13 ,,,IN,,2018/6/26 16:59
000000000290,SHA0000211447,SH1813064,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-4/13 ,,,IN,,2018/6/26 16:59
000000000291,SHA0000211448,SH1813064,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-5/13 ,,,IN,,2018/6/26 16:59
000000000292,SHA0000211449,SH1813064,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-6/13 ,,,IN,,2018/6/26 16:59
000000000293,SHA0000211450,SH1813064,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-7/13 ,,,IN,,2018/6/26 16:59
000000000294,SHA0000211451,SH1813064,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-8/13 ,,,IN,,2018/6/26 16:59
000000000295,SHA0000211452,SH1813064,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-9/13 ,,,IN,,2018/6/26 16:59
000000000296,SHA0000211453,SH1813064,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-10/13 ,,,IN,,2018/6/26 16:59
000000000297,SHA0000211454,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-11/13 ,,,IN,,2018/6/26 16:59
000000000298,SHA0000211455,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-12/13 ,,,IN,,2018/6/26 16:59
000000000299,SHA0000211456,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-13/13 ,,,IN,,2018/6/26 16:59
000000000300,SHA0000211457,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-1/9 ,,,IN,,2018/6/26 16:59
000000000301,SHA0000211458,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-2/9 ,,,IN,,2018/6/26 16:59
000000000302,SHA0000211459,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-3/9 ,,,IN,,2018/6/26 16:59
000000000303,SHA0000211460,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-4/9 ,,,IN,,2018/6/26 16:59
000000000304,SHA0000211461,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-5/9 ,,,IN,,2018/6/26 16:59
000000000305,SHA0000211462,SH1813065,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-6/9 ,,,IN,,2018/6/26 16:59
000000000306,SHA0000211463,SH1813066,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-7/9 ,,,IN,,2018/6/26 16:59
000000000307,SHA0000211464,SH1813066,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-8/9 ,,,IN,,2018/6/26 16:59
000000000308,SHA0000211465,SH1813066,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-9/9 ,,,IN,,2018/6/26 16:59
000000000309,SHA0000211515,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-01~01-1/3 ,,,IN,,2018/6/26 16:59
000000000310,SHA0000211516,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-01~01-2/3 ,,,IN,,2018/6/26 16:59
000000000311,SHA0000211517,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-01~01-3/3 ,,,IN,,2018/6/26 16:59
000000000312,SHA0000211518,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-02~02-1/2 ,,,IN,,2018/6/26 16:59
000000000313,SHA0000211519,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-02~02-2/2 ,,,IN,,2018/6/26 16:59
000000000314,SHA0000211520,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-03~03-1/3 ,,,IN,,2018/6/26 16:59
000000000315,SHA0000211521,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-03~03-2/3 ,,,IN,,2018/6/26 16:59
000000000316,SHA0000211522,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-03~03-3/3 ,,,IN,,2018/6/26 16:59
000000000317,SHA0000211523,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-04~04-1/3 ,,,IN,,2018/6/26 16:59
000000000318,SHA0000211524,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-04~04-2/3 ,,,IN,,2018/6/26 16:59
000000000319,SHA0000211525,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-04~04-3/3 ,,,IN,,2018/6/26 16:59
000000000320,SHA0000211526,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-05~05-1/3 ,,,IN,,2018/6/26 16:59
000000000321,SHA0000211527,SH1813072,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-05~05-2/3 ,,,IN,,2018/6/26 16:59
