Id,Code,Storage,Legal entity,Team,Team type,City,Description,Last return time,Status
275,000000000275,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-06-9/10,,
276,000000000276,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-06-10/10,,
277,000000000277,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-1/10,,
278,000000000278,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-2/10,,
279,000000000279,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-3/10,,
280,000000000280,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-4/10,,
281,000000000281,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-5/10,,
282,000000000282,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-6/10,,
283,000000000283,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-7/10,,
284,000000000284,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-8/10,,
285,000000000285,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-9/10,,
286,000000000286,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-07-10/10,,
287,000000000287,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-1/13,,
288,000000000288,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-2/13,,
289,000000000289,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-3/13,,
290,000000000290,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-4/13,,
291,000000000291,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-5/13,,
292,000000000292,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-6/13,,
293,000000000293,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-7/13,,
294,000000000294,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-8/13,,
295,000000000295,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-9/13,,
296,000000000296,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-10/13,,
297,000000000297,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-11/13,,
298,000000000298,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-12/13,,
299,000000000299,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-08-13/13,,
300,000000000300,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-1/9,,
301,000000000301,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-2/9,,
302,000000000302,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-3/9,,
303,000000000303,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-4/9,,
304,000000000304,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-5/9,,
305,000000000305,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-6/9,,
306,000000000306,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-7/9,,
307,000000000307,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-8/9,,
308,000000000308,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,AP 2017-09-9/9,,
309,000000000309,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-01-1/3,,
310,000000000310,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-01-2/3,,
311,000000000311,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-01-3/3,,
312,000000000312,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-02-1/2,,
313,000000000313,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-02-2/2,,
314,000000000314,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-03-1/3,,
315,000000000315,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-03-2/3,,
316,000000000316,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-03-3/3,,
317,000000000317,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-04-1/3,,
318,000000000318,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-04-2/3,,
319,000000000319,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-04-3/3,,
320,000000000320,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-05-1/3,,
321,000000000321,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-05-2/3,,
322,000000000322,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-05-3/3,,
323,000000000323,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-06-1/5,,
324,000000000324,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-06-2/5,,
325,000000000325,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-06-3/5,,
326,000000000326,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-06-4/5,,
327,000000000327,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-06-5/5,,
328,000000000328,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-07-1/4,,
329,000000000329,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-07-2/4,,
330,000000000330,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-07-3/4,,
331,000000000331,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-07-4/4,,
332,000000000332,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-08-1/6,,
333,000000000333,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-08-2/6,,
334,000000000334,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-08-3/6,,
335,000000000335,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-08-4/6,,
336,000000000336,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-08-5/6,,
337,000000000337,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-08-6/6,,
338,000000000338,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-09-1/4,,
339,000000000339,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-09-2/4,,
340,000000000340,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-09-3/4,,
341,000000000341,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-09-4/4,,
342,000000000342,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-10-1/7,,
343,000000000343,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-10-2/7,,
344,000000000344,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-10-3/7,,
345,000000000345,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-10-4/7,,
346,000000000346,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-10-5/7,,
347,000000000347,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-10-6/7,,
348,000000000348,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-10-7/7,,
349,000000000349,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-11-1/4,,
350,000000000350,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-11-2/4,,
351,000000000351,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-11-3/4,,
352,000000000352,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-11-4/4,,
353,000000000353,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-12-1/4,,
354,000000000354,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-12-2/4,,
355,000000000355,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-12-3/4,,
356,000000000356,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2017-12-4/4,,
357,000000000357,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2018-01-1/5,,
358,000000000358,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2018-01-2/5,,
359,000000000359,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2018-01-3/5,,
360,000000000360,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2018-01-4/5,,
361,000000000361,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,GL 2018-01-5/5,,
362,000000000362,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-1/12,,
363,000000000363,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-2/12,,
364,000000000364,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-3/12,,
365,000000000365,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-4/12,,
366,000000000366,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-5/12,,
367,000000000367,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-6/12,,
368,000000000368,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-7/12,,
369,000000000369,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-8/12,,
370,000000000370,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-9/12,,
371,000000000371,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-10/12,,
372,000000000372,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-11/12,,
373,000000000373,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-01-12/12,,
374,000000000374,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-1/14,,
375,000000000375,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-2/14,,
376,000000000376,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-3/14,,
377,000000000377,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-4/14,,
378,000000000378,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-5/14,,
379,000000000379,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-6/14,,
380,000000000380,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-7/14,,
381,000000000381,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-8/14,,
382,000000000382,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-9/14,,
383,000000000383,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-10/14,,
384,000000000384,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-11/14,,
385,000000000385,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-12/14,,
386,000000000386,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-13/14,,
387,000000000387,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-02-14/14,,
388,000000000388,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-1/16,,
389,000000000389,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-2/16,,
390,000000000390,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-3/16,,
391,000000000391,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-4/16,,
392,000000000392,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-5/16,,
393,000000000393,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-6/16,,
394,000000000394,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-7/16,,
395,000000000395,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-8/16,,
396,000000000396,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-9/16,,
397,000000000397,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-10/16,,
398,000000000398,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-11/16,,
399,000000000399,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-12/16,,
400,000000000400,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-13/16,,
401,000000000401,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-14/16,,
402,000000000402,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-15/16,,
403,000000000403,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-03-16/16,,
404,000000000404,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-1/12,,
405,000000000405,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-2/12,,
406,000000000406,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-3/12,,
407,000000000407,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-4/12,,
408,000000000408,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-5/12,,
409,000000000409,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-6/12,,
410,000000000410,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-7/12,,
411,000000000411,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-8/12,,
412,000000000412,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-9/12,,
413,000000000413,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-10/12,,
414,000000000414,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-11/12,,
415,000000000415,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-04-12/12,,
416,000000000416,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-1/12,,
417,000000000417,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-2/12,,
418,000000000418,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-3/12,,
419,000000000419,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-4/12,,
420,000000000420,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-5/12,,
421,000000000421,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-6/12,,
422,000000000422,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-7/12,,
423,000000000423,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-8/12,,
424,000000000424,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-9/12,,
425,000000000425,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-10/12,,
426,000000000426,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-11/12,,
427,000000000427,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-05-12/12,,
428,000000000428,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-1/10,,
429,000000000429,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-2/10,,
430,000000000430,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-3/10,,
431,000000000431,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-4/10,,
432,000000000432,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-5/10,,
433,000000000433,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-6/10,,
434,000000000434,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-7/10,,
435,000000000435,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-8/10,,
436,000000000436,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-9/10,,
437,000000000437,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-06-10/10,,
438,000000000438,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-1/9,,
439,000000000439,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-2/9,,
440,000000000440,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-3/9,,
441,000000000441,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-4/9,,
442,000000000442,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-5/9,,
443,000000000443,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-6/9,,
444,000000000444,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-7/9,,
445,000000000445,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-8/9,,
446,000000000446,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-07-9/9,,
447,000000000447,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-1/15,,
448,000000000448,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-2/15,,
449,000000000449,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-3/15,,
450,000000000450,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-4/15,,
451,000000000451,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-5/15,,
452,000000000452,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-6/15,,
453,000000000453,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-7/15,,
454,000000000454,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-8/15,,
455,000000000455,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-9/15,,
456,000000000456,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-10/15,,
457,000000000457,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-11/15,,
458,000000000458,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-12/15,,
459,000000000459,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-13/15,,
460,000000000460,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-14/15,,
461,000000000461,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,Export 2017-08-15/15,,
462,000000000462,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-1/16,,
463,000000000463,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-2/16,,
464,000000000464,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-3/16,,
465,000000000465,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-4/16,,
466,000000000466,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-5/16,,
467,000000000467,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-6/16,,
468,000000000468,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-7/16,,
469,000000000469,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-8/16,,
470,000000000470,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-9/16,,
471,000000000471,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-10/16,,
472,000000000472,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-11/16,,
473,000000000473,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-12/16,,
474,000000000474,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-13/16,,
475,000000000475,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-14/16,,
476,000000000476,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-15/16,,
477,000000000477,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-01-16/16,,
478,000000000478,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-1/16,,
479,000000000479,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-2/16,,
480,000000000480,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-3/16,,
481,000000000481,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-4/16,,
482,000000000482,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-5/16,,
483,000000000483,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-6/16,,
484,000000000484,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-7/16,,
485,000000000485,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-8/16,,
486,000000000486,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-9/16,,
487,000000000487,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-10/16,,
488,000000000488,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-11/16,,
489,000000000489,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-12/16,,
490,000000000490,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-13/16,,
491,000000000491,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-14/16,,
492,000000000492,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-15/16,,
493,000000000493,B003001,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-02-16/16,,
494,000000000494,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-1/18,,
495,000000000495,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-2/18,,
496,000000000496,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-3/18,,
497,000000000497,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-4/18,,
498,000000000498,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-5/18,,
499,000000000499,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-6/18,,
500,000000000500,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-7/18,,
501,000000000501,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-8/18,,
502,000000000502,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-9/18,,
503,000000000503,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-10/18,,
504,000000000504,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-11/18,,
505,000000000505,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-12/18,,
506,000000000506,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-13/18,,
507,000000000507,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-14/18,,
508,000000000508,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-15/18,,
509,000000000509,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-16/18,,
510,000000000510,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-17/18,,
511,000000000511,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-03-18/18,,
512,000000000512,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-1/16,,
513,000000000513,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-2/16,,
514,000000000514,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-3/16,,
515,000000000515,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-4/16,,
516,000000000516,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-5/16,,
517,000000000517,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-6/16,,
518,000000000518,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-7/16,,
519,000000000519,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-8/16,,
520,000000000520,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-9/16,,
521,000000000521,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-10/16,,
522,000000000522,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-11/16,,
523,000000000523,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-12/16,,
524,000000000524,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-13/16,,
525,000000000525,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-14/16,,
526,000000000526,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-15/16,,
527,000000000527,B003002,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-04-16/16,,
528,000000000528,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-1/15,,
529,000000000529,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-2/15,,
530,000000000530,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-3/15,,
531,000000000531,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-4/15,,
532,000000000532,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-5/15,,
533,000000000533,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-6/15,,
534,000000000534,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-7/15,,
535,000000000535,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-8/15,,
536,000000000536,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-9/15,,
537,000000000537,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-10/15,,
538,000000000538,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-11/15,,
539,000000000539,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-12/15,,
540,000000000540,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-13/15,,
541,000000000541,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-14/15,,
542,000000000542,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-05-15/15,,
543,000000000543,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-1/10,,
544,000000000544,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-2/10,,
545,000000000545,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-3/10,,
546,000000000546,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-4/10,,
547,000000000547,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-5/10,,
548,000000000548,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-6/10,,
549,000000000549,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-7/10,,
550,000000000550,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-8/10,,
551,000000000551,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-9/10,,
552,000000000552,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-06-10/10,,
553,000000000553,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-07-1/11,,
554,000000000554,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-07-2/11,,
555,000000000555,B003003,90474-CDC,Accounting-Trade,RHQ,SH,Export 2017-07-3/11,,
