Id,Code,Storage,Legal entity,Team,Team type,City,Description,Last return day,Status
4706,467,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-6/16 ,,IN
4707,468,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-7/16 ,,IN
4708,469,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-8/16 ,,IN
4709,470,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-9/16 ,,IN
4710,471,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-10/16 ,,IN
4711,472,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-11/16 ,,IN
4712,473,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-12/16 ,,IN
4713,474,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-13/16 ,,IN
4714,475,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-14/16 ,,IN
4715,476,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-15/16 ,,IN
4716,477,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-16/16 ,,IN
4717,478,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-1/16 ,,IN
4718,479,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-2/16 ,,IN
4719,480,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-3/16 ,,IN
4720,481,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-4/16 ,,IN
4721,482,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-5/16 ,,IN
4722,483,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-6/16 ,,IN
4723,484,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-7/16 ,,IN
4724,485,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-8/16 ,,IN
4725,486,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-9/16 ,,IN
4726,487,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-10/16 ,,IN
4727,488,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-11/16 ,,IN
4728,489,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-12/16 ,,IN
4729,490,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-13/16 ,,IN
4730,491,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-14/16 ,,IN
4731,492,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-15/16 ,,IN
4732,493,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-16/16 ,,IN
4733,494,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-1/18 ,,IN
4734,495,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-2/18 ,,IN
4735,496,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-3/18 ,,IN
4736,497,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-4/18 ,,IN
4737,498,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-5/18 ,,IN
4738,499,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-6/18 ,,IN
4739,500,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-7/18 ,,IN
4740,501,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-8/18 ,,IN
4741,502,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-9/18 ,,IN
4742,503,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-10/18 ,,IN
4743,504,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-11/18 ,,IN
4744,505,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-12/18 ,,IN
4745,506,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-13/18 ,,IN
4746,507,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-14/18 ,,IN
4747,508,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-15/18 ,,IN
4748,509,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-16/18 ,,IN
4749,510,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-17/18 ,,IN
4750,511,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-18/18 ,,IN
4751,512,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-1/16 ,,IN
4752,513,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-2/16 ,,IN
4753,514,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-3/16 ,,IN
4754,515,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-4/16 ,,IN
4755,516,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-5/16 ,,IN
4756,517,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-6/16 ,,IN
4757,518,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-7/16 ,,IN
4758,519,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-8/16 ,,IN
4759,520,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-9/16 ,,IN
4760,521,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-10/16 ,,IN
4761,522,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-11/16 ,,IN
4762,523,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-12/16 ,,IN
4763,524,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-13/16 ,,IN
4764,525,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-14/16 ,,IN
4765,526,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-15/16 ,,IN
4766,527,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-16/16 ,,IN
4767,528,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-1/15 ,,IN
4768,529,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-2/15 ,,IN
4769,530,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-3/15 ,,IN
4770,531,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-4/15 ,,IN
4771,532,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-5/15 ,,IN
4772,533,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-6/15 ,,IN
4773,534,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-7/15 ,,IN
4774,535,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-8/15 ,,IN
4775,536,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-9/15 ,,IN
4776,537,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-10/15 ,,IN
4777,538,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-11/15 ,,IN
4778,539,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-12/15 ,,IN
4779,540,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-13/15 ,,IN
4780,541,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-14/15 ,,IN
4781,542,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-15/15 ,,IN
4782,543,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-1/10 ,,IN
4783,544,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-2/10 ,,IN
4784,545,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-3/10 ,,IN
4785,546,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-4/10 ,,IN
4786,547,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-5/10 ,,IN
4787,548,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-6/10 ,,IN
4788,549,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-7/10 ,,IN
4789,550,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-8/10 ,,IN
4790,551,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-9/10 ,,IN
4791,552,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-10/10 ,,IN
4792,553,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-1/11 ,,IN
4793,554,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-2/11 ,,IN
4794,555,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-3/11 ,,IN
4795,556,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-4/11 ,,IN
4796,557,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-5/11 ,,IN
4797,558,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-6/11 ,,IN
4798,559,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-7/11 ,,IN
4799,560,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-8/11 ,,IN
4800,561,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-9/11 ,,IN
4801,562,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-10/11 ,,IN
4802,563,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-11/11 ,,IN
4803,564,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-1/22 ,,IN
4804,565,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-2/22 ,,IN
4805,566,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-3/22 ,,IN
4806,567,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-4/22 ,,IN
4807,568,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-5/22 ,,IN
4808,569,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-6/22 ,,IN
4809,570,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-7/22 ,,IN
4810,571,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-8/22 ,,IN
4811,572,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-9/22 ,,IN
4812,573,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-10/22 ,,IN
4813,574,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-11/22 ,,IN
4814,575,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-12/22 ,,IN
4815,576,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-13/22 ,,IN
4816,577,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-14/22 ,,IN
4817,578,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-15/22 ,,IN
4818,579,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-16/22 ,,IN
4819,580,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-17/22 ,,IN
4820,581,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-18/22 ,,IN
4821,582,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-19/22 ,,IN
4822,583,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-20/22 ,,IN
4823,584,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-21/22 ,,IN
4824,585,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-22/22 ,,IN
4825,586,B004003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-02~02-1/5 ,,IN
4826,587,B004003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-02~02-2/5 ,,IN
4827,588,B004003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-02~02-3/5 ,,IN
4828,589,B004003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-02~02-4/5 ,,IN
4829,590,B004003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-02~02-5/5 ,,IN
4830,591,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-1/4 ,,IN
4831,592,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-2/4 ,,IN
4832,593,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-3/4 ,,IN
4833,594,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-4/4 ,,IN
4834,595,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-02~02-1/2 ,,IN
4835,596,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-02~02-2/2 ,,IN
4836,597,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-03~03-1/3 ,,IN
4837,598,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-03~03-2/3 ,,IN
4838,599,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-03~03-3/3 ,,IN
4839,600,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-1/4 ,,IN
4840,601,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-2/4 ,,IN
4841,602,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-3/4 ,,IN
4842,603,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-4/4 ,,IN
4843,604,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-05~05-1/3 ,,IN
4844,605,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-05~05-2/3 ,,IN
4845,606,R001001,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-05~05-3/3 ,,IN
4846,607,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-06~06-1/3 ,,IN
4847,608,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-06~06-2/3 ,,IN
4848,609,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-06~06-3/3 ,,IN
4849,610,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-07~07-1/3 ,,IN
4850,611,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-07~07-2/3 ,,IN
4851,612,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-07~07-3/3 ,,IN
4852,613,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-08~08-1/3 ,,IN
4853,614,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-08~08-2/3 ,,IN
4854,615,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-08~08-3/3 ,,IN
4855,616,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-09~09-1/2 ,,IN
4856,617,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-09~09-2/2 ,,IN
4857,618,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-1/3 ,,IN
4858,619,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-2/3 ,,IN
4859,620,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-3/3 ,,IN
4860,621,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-1/3 ,,IN
4861,622,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-2/3 ,,IN
4862,623,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-3/3 ,,IN
4863,624,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-1/3 ,,IN
4864,625,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-2/3 ,,IN
4865,626,R001002,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-3/3 ,,IN
4866,627,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-1/3 ,,IN
4867,628,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-2/3 ,,IN
4868,629,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-3/3 ,,IN
4869,630,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-1/3 ,,IN
4870,631,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-2/3 ,,IN
4871,632,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-3/3 ,,IN
4872,633,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-1/3 ,,IN
4873,634,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-2/3 ,,IN
4874,635,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-3/3 ,,IN
4875,636,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-1/2 ,,IN
4876,637,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-2/2 ,,IN
4877,638,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-1/3 ,,IN
4878,639,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-2/3 ,,IN
4879,640,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-3/3 ,,IN
4880,641,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-06~06-1/2 ,,IN
4881,642,R001003,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-06~06-2/2 ,,IN
4882,643,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-1/3 ,,IN
4883,644,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-2/3 ,,IN
4884,645,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-3/3 ,,IN
4885,646,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-08~08-1/2 ,,IN
4886,647,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-08~08-2/2 ,,IN
4887,648,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-09~09-1/2 ,,IN
4888,649,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-09~09-2/2 ,,IN
4889,650,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-1/3 ,,IN
4890,651,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-2/3 ,,IN
4891,652,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-3/3 ,,IN
4892,653,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-1/3 ,,IN
4893,654,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-2/3 ,,IN
4894,655,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-3/3 ,,IN
4895,656,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-1/4 ,,IN
4896,657,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-2/4 ,,IN
4897,658,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-3/4 ,,IN
4898,659,R001004,90269-PB BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-4/4 ,,IN
4899,660,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-1/4 ,,IN
4900,661,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-2/4 ,,IN
4901,662,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-3/4 ,,IN
4902,663,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-4/4 ,,IN
4903,664,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-1/3 ,,IN
4904,665,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-2/3 ,,IN
4905,666,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-3/3 ,,IN
4906,667,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-1/3 ,,IN
4907,668,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-2/3 ,,IN
4908,669,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-3/3 ,,IN
4909,670,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-1/3 ,,IN
4910,671,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-2/3 ,,IN
4911,672,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-3/3 ,,IN
4912,673,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-1/4 ,,IN
4913,674,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-2/4 ,,IN
4914,675,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-3/4 ,,IN
4915,676,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-4/4 ,,IN
4916,677,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-06~06-1/2 ,,IN
4917,678,R002001,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-06~06-2/2 ,,IN
4918,679,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-1/3 ,,IN
4919,680,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-2/3 ,,IN
4920,681,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-3/3 ,,IN
4921,682,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-08~08-1/2 ,,IN
4922,683,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-08~08-2/2 ,,IN
4923,684,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-09~09-1/2 ,,IN
4924,685,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-09~09-2/2 ,,IN
4925,686,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-1/3 ,,IN
4926,687,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-2/3 ,,IN
4927,688,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-3/3 ,,IN
4928,689,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-1/3 ,,IN
4929,690,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-2/3 ,,IN
4930,691,R002002,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-3/3 ,,IN
4931,692,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-1/6 ,,IN
4932,693,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-2/6 ,,IN
4933,694,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-3/6 ,,IN
4934,695,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-4/6 ,,IN
4935,696,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-5/6 ,,IN
4936,697,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-6/6 ,,IN
4937,698,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-02~02-1/3 ,,IN
4938,699,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-02~02-2/3 ,,IN
4939,700,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-02~02-3/3 ,,IN
4940,701,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-03~03-1/4 ,,IN
4941,702,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-03~03-2/4 ,,IN
4942,703,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-03~03-3/4 ,,IN
4943,704,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-03~03-4/4 ,,IN
4944,705,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-1/4 ,,IN
