Id,Code,Storage,Legal entity,Team,Team type,City,Description,Last return day,Status
4470,231,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-1/7 ,,IN
4471,232,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-2/7 ,,IN
4472,233,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-3/7 ,,IN
4473,234,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-4/7 ,,IN
4474,235,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-5/7 ,,IN
4475,236,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-6/7 ,,IN
4476,237,B001001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-02~02-7/7 ,,IN
4477,238,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-1/9 ,,IN
4478,239,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-2/9 ,,IN
4479,240,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-3/9 ,,IN
4480,241,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-4/9 ,,IN
4481,242,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-5/9 ,,IN
4482,243,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-6/9 ,,IN
4483,244,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-7/9 ,,IN
4484,245,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-8/9 ,,IN
4485,246,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-03~03-9/9 ,,IN
4486,247,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-1/7 ,,IN
4487,248,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-2/7 ,,IN
4488,249,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-3/7 ,,IN
4489,250,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-4/7 ,,IN
4490,251,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-5/7 ,,IN
4491,252,B001002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-6/7 ,,IN
4492,253,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-04~04-7/7 ,,IN
4493,254,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-1/13 ,,IN
4494,255,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-2/13 ,,IN
4495,256,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-3/13 ,,IN
4496,257,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-4/13 ,,IN
4497,258,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-5/13 ,,IN
4498,259,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-6/13 ,,IN
4499,260,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-7/13 ,,IN
4500,261,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-8/13 ,,IN
4501,262,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-9/13 ,,IN
4502,263,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-10/13 ,,IN
4503,264,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-11/13 ,,IN
4504,265,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-12/13 ,,IN
4505,266,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-05~05-13/13 ,,IN
4506,267,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-1/10 ,,IN
4507,268,B001003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-2/10 ,,IN
4508,269,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-3/10 ,,IN
4509,270,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-4/10 ,,IN
4510,271,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-5/10 ,,IN
4511,272,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-6/10 ,,IN
4512,273,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-7/10 ,,IN
4513,274,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-8/10 ,,IN
4514,275,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-9/10 ,,IN
4515,276,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-06~06-10/10 ,,IN
4516,277,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-1/10 ,,IN
4517,278,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-2/10 ,,IN
4518,279,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-3/10 ,,IN
4519,280,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-4/10 ,,IN
4520,281,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-5/10 ,,IN
4521,282,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-6/10 ,,IN
4522,283,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-7/10 ,,IN
4523,284,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-8/10 ,,IN
4524,285,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-9/10 ,,IN
4525,286,B001004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-07~07-10/10 ,,IN
4526,287,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-1/13 ,,IN
4527,288,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-2/13 ,,IN
4528,289,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-3/13 ,,IN
4529,290,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-4/13 ,,IN
4530,291,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-5/13 ,,IN
4531,292,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-6/13 ,,IN
4532,293,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-7/13 ,,IN
4533,294,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-8/13 ,,IN
4534,295,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-9/13 ,,IN
4535,296,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-10/13 ,,IN
4536,297,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-11/13 ,,IN
4537,298,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-12/13 ,,IN
4538,299,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-08~08-13/13 ,,IN
4539,300,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-1/9 ,,IN
4540,301,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-2/9 ,,IN
4541,302,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-3/9 ,,IN
4542,303,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-4/9 ,,IN
4543,304,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-5/9 ,,IN
4544,305,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-6/9 ,,IN
4545,306,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-7/9 ,,IN
4546,307,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-8/9 ,,IN
4547,308,B001005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ AP 2017-09~09-9/9 ,,IN
4548,309,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-01~01-1/3 ,,IN
4549,310,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-01~01-2/3 ,,IN
4550,311,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-01~01-3/3 ,,IN
4551,312,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-02~02-1/2 ,,IN
4552,313,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-02~02-2/2 ,,IN
4553,314,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-03~03-1/3 ,,IN
4554,315,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-03~03-2/3 ,,IN
4555,316,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-03~03-3/3 ,,IN
4556,317,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-04~04-1/3 ,,IN
4557,318,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-04~04-2/3 ,,IN
4558,319,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-04~04-3/3 ,,IN
4559,320,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-05~05-1/3 ,,IN
4560,321,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-05~05-2/3 ,,IN
4561,322,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-05~05-3/3 ,,IN
4562,323,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-1/5 ,,IN
4563,324,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-2/5 ,,IN
4564,325,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-3/5 ,,IN
4565,326,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-4/5 ,,IN
4566,327,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-06~06-5/5 ,,IN
4567,328,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-1/4 ,,IN
4568,329,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-2/4 ,,IN
4569,330,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-3/4 ,,IN
4570,331,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-07~07-4/4 ,,IN
4571,332,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-1/6 ,,IN
4572,333,B004001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-2/6 ,,IN
4573,334,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-3/6 ,,IN
4574,335,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-4/6 ,,IN
4575,336,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-5/6 ,,IN
4576,337,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-08~08-6/6 ,,IN
4577,338,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-1/4 ,,IN
4578,339,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-2/4 ,,IN
4579,340,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-3/4 ,,IN
4580,341,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-09~09-4/4 ,,IN
4581,342,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-1/7 ,,IN
4582,343,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-2/7 ,,IN
4583,344,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-3/7 ,,IN
4584,345,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-4/7 ,,IN
4585,346,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-5/7 ,,IN
4586,347,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-6/7 ,,IN
4587,348,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-10~10-7/7 ,,IN
4588,349,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-1/4 ,,IN
4589,350,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-2/4 ,,IN
4590,351,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-3/4 ,,IN
4591,352,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-11~11-4/4 ,,IN
4592,353,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-1/4 ,,IN
4593,354,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-2/4 ,,IN
4594,355,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-3/4 ,,IN
4595,356,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2017-12~12-4/4 ,,IN
4596,357,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-01~01-1/5 ,,IN
4597,358,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-01~01-2/5 ,,IN
4598,359,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-01~01-3/5 ,,IN
4599,360,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-01~01-4/5 ,,IN
4600,361,B004002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ InterCo Sales 2018-01~01-5/5 ,,IN
4601,362,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-1/12 ,,IN
4602,363,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-2/12 ,,IN
4603,364,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-3/12 ,,IN
4604,365,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-4/12 ,,IN
4605,366,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-5/12 ,,IN
4606,367,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-6/12 ,,IN
4607,368,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-7/12 ,,IN
4608,369,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-8/12 ,,IN
4609,370,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-9/12 ,,IN
4610,371,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-10/12 ,,IN
4611,372,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-11/12 ,,IN
4612,373,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-01~01-12/12 ,,IN
4613,374,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-1/14 ,,IN
4614,375,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-2/14 ,,IN
4615,376,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-3/14 ,,IN
4616,377,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-4/14 ,,IN
4617,378,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-5/14 ,,IN
4618,379,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-6/14 ,,IN
4619,380,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-7/14 ,,IN
4620,381,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-8/14 ,,IN
4621,382,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-9/14 ,,IN
4622,383,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-10/14 ,,IN
4623,384,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-11/14 ,,IN
4624,385,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-12/14 ,,IN
4625,386,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-13/14 ,,IN
4626,387,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-02~02-14/14 ,,IN
4627,388,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-1/16 ,,IN
4628,389,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-2/16 ,,IN
4629,390,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-3/16 ,,IN
4630,391,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-4/16 ,,IN
4631,392,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-5/16 ,,IN
4632,393,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-6/16 ,,IN
4633,394,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-7/16 ,,IN
4634,395,B005001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-8/16 ,,IN
4635,396,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-9/16 ,,IN
4636,397,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-10/16 ,,IN
4637,398,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-11/16 ,,IN
4638,399,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-12/16 ,,IN
4639,400,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-13/16 ,,IN
4640,401,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-14/16 ,,IN
4641,402,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-15/16 ,,IN
4642,403,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-03~03-16/16 ,,IN
4643,404,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-1/12 ,,IN
4644,405,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-2/12 ,,IN
4645,406,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-3/12 ,,IN
4646,407,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-4/12 ,,IN
4647,408,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-5/12 ,,IN
4648,409,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-6/12 ,,IN
4649,410,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-7/12 ,,IN
4650,411,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-8/12 ,,IN
4651,412,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-9/12 ,,IN
4652,413,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-10/12 ,,IN
4653,414,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-11/12 ,,IN
4654,415,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-04~04-12/12 ,,IN
4655,416,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-1/12 ,,IN
4656,417,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-2/12 ,,IN
4657,418,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-3/12 ,,IN
4658,419,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-4/12 ,,IN
4659,420,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-5/12 ,,IN
4660,421,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-6/12 ,,IN
4661,422,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-7/12 ,,IN
4662,423,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-8/12 ,,IN
4663,424,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-9/12 ,,IN
4664,425,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-10/12 ,,IN
4665,426,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-11/12 ,,IN
4666,427,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-05~05-12/12 ,,IN
4667,428,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-1/10 ,,IN
4668,429,B005002,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-2/10 ,,IN
4669,430,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-3/10 ,,IN
4670,431,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-4/10 ,,IN
4671,432,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-5/10 ,,IN
4672,433,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-6/10 ,,IN
4673,434,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-7/10 ,,IN
4674,435,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-8/10 ,,IN
4675,436,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-9/10 ,,IN
4676,437,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-06~06-10/10 ,,IN
4677,438,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-1/9 ,,IN
4678,439,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-2/9 ,,IN
4679,440,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-3/9 ,,IN
4680,441,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-4/9 ,,IN
4681,442,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-5/9 ,,IN
4682,443,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-6/9 ,,IN
4683,444,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-7/9 ,,IN
4684,445,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-8/9 ,,IN
4685,446,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-07~07-9/9 ,,IN
4686,447,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-1/15 ,,IN
4687,448,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-2/15 ,,IN
4688,449,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-3/15 ,,IN
4689,450,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-4/15 ,,IN
4690,451,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-5/15 ,,IN
4691,452,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-6/15 ,,IN
4692,453,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-7/15 ,,IN
4693,454,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-8/15 ,,IN
4694,455,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-9/15 ,,IN
4695,456,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-10/15 ,,IN
4696,457,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-11/15 ,,IN
4697,458,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-12/15 ,,IN
4698,459,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-13/15 ,,IN
4699,460,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-14/15 ,,IN
4700,461,B005003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Export 2017-08~08-15/15 ,,IN
4701,462,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-1/16 ,,IN
4702,463,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-2/16 ,,IN
4703,464,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-3/16 ,,IN
4704,465,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-4/16 ,,IN
4705,466,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-01~01-5/16 ,,IN
