Id,Code,Storage,Legal entity,Team,Team type,City,Description,Last return time,Status,,,
,000000002067,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7294-斯特拉迪瓦里斯商业(上海)有限公司烟台北马路分公司(烟台Joy City),,,,,
,000000002068,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7302-斯特拉迪瓦里斯商业(上海)有限公司惠州文昌一路分公司(Huamao),,,,,
,000000002069,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7303-斯特拉迪瓦里斯商业(上海)有限公司东莞东城东路分公司(DynacityShoppingMall),,,,,
,000000002070,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7309-斯特拉迪瓦里斯商业(上海)有限公司北京常通路分公司(北京Paradise Walk),,,,,
,000000002071,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7310-斯特拉迪瓦里斯商业(上海)有限公司杭州金城路分公司(杭州LSE城市生活广场),,,,,
,000000002072,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7312-斯特拉迪瓦里斯商业(上海)有限公司鞍山建国南路分公司(Tesco),,,,,
,000000002073,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7337-斯特拉迪瓦里斯商业(上海)有限公司北京北四环东路分公司(北京we-lifePlaza),,,,,
,000000002074,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7338-斯特拉迪瓦里斯商业(上海)有限公司广州榕景路分公司(广州Starshine),,,,,
,000000002075,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7340-斯特拉迪瓦里斯商业(上海)有限公司成都涌泉光华大道分公司(成都Pearl River),,,,,
,000000002076,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7347-斯特拉迪瓦里斯商业(上海)有限公司南昌会展路分公司(南昌Wanda),,,,,
,000000002077,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7348-斯特拉迪瓦里斯商业(上海)有限公司莆田荔华东大道分公司(莆田Wanda),,,,,
,000000002078,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7349-斯特拉迪瓦里斯商业(上海)有限公司宁德天湖东路分公司(宁德Wanda),,,,,
,000000002079,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7350-斯特拉迪瓦里斯商业(上海)有限公司温州永定路分公司(温州Wanda),,,,,
,000000002080,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7351-斯特拉迪瓦里斯商业(上海)有限公司成都金牛万达分公司(成都Wanda),,,,,
,000000002081,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7352-斯特拉迪瓦里斯商业(上海)有限公司绵阳花园路分公司(Wanda),,,,,
,000000002082,K004003,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7382-斯特拉迪瓦里斯商业(上海)有限公司廊坊新华路分公司(Wanda),,,,,
,000000002083,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7383-斯特拉迪瓦里斯商业(上海)有限公司郑州中原中路分公司(Wanda),,,,,
,000000002084,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7384-斯特拉迪瓦里斯商业(上海)有限公司石家庄建华南大街分公司(Wanda),,,,,
,000000002085,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7397-斯特拉迪瓦里斯商业(上海)有限公司北京朝阳公园路分公司(Solana),,,,,
,000000002086,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7398-斯特拉迪瓦里斯商业(上海)有限公司大庆东风路分公司(Wanda),,,,,
,000000002087,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7400-斯特拉迪瓦里斯商业(上海)有限公司成都盛和一路分公司(Galleria),,,,,
,000000002088,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7446-斯特拉迪瓦里斯商业(上海)有限公司呼和浩特新华东街分公司(Wanda),,,,,
,000000002089,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7451-斯特拉迪瓦里斯商业(上海)有限公司厦门嘉禾路分公司(SMCity),,,,,
,000000002090,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7457-斯特拉迪瓦里斯商业(上海)有限公司合肥马鞍山路分公司(Wanda),,,,,
,000000002091,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7468-斯特拉迪瓦里斯商业(上海)有限公司太原长风街分公司(FWMall),,,,,
,000000002092,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7469-斯特拉迪瓦里斯商业(上海)有限公司包头青年路分公司(Wanda),,,,,
,000000002093,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7510-斯特拉迪瓦里斯商业(上海)有限公司大连高尔基路分公司(PeacePlaza),,,,,
,000000002094,K004004,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7545-斯特拉迪瓦里斯商业(上海)有限公司无锡梁溪路分公司(无锡万达),,,,,
,000000002095,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7547-斯特拉迪瓦里斯商业(上海)有限公司武汉唐家墩路分公司(Wanda),,,,,
,000000002096,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7572-斯特拉迪瓦里斯商业(上海)有限公司济南经四路分公司(Wanda),,,,,
,000000002097,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7611-斯特拉迪瓦里斯商业(上海)有限公司沈阳中华路分公司(Ouya),,,,,
,000000002098,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7612-斯特拉迪瓦里斯商业(上海)有限公司沈阳北二中路分公司(沈阳StarMall),,,,,
,000000002099,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7623-斯特拉迪瓦里斯商业(上海)有限公司北京三丰北里分公司(U-Town),,,,,
,000000002100,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7641-斯特拉迪瓦里斯商业(上海)有限公司广州正佳广场分公司(广州Grandview),,,,,
,000000002101,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7665-斯特拉迪瓦里斯商业(上海)有限公司南通桃园路分公司(CenturyPlaza),,,,,
,000000002102,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7666-斯特拉迪瓦里斯商业(上海)有限公司天津大丰路分公司(AquaCity),,,,,
,000000002103,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7687-斯特拉迪瓦里斯商业(上海)有限公司北京北清路分公司(Aeon),,,,,
,000000002104,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7693-斯特拉迪瓦里斯商业(上海)有限公司淮安翔宇中道分公司(Wanda),,,,,
,000000002105,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7961-斯特拉迪瓦里斯商业(上海)有限公司福州坂中路分公司(福州Zhongwei),,,,,
,000000002106,K004005,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7976-斯特拉迪瓦里斯商业(上海)有限公司深圳建安一路分公司,,,,,
,000000002107,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7979-斯特拉迪瓦里斯商业(上海)有限公司成都红星路分公司(成都Longjing),,,,,
,000000002108,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7983-斯特拉迪瓦里斯商业(上海)有限公司杭州五常大道分公司(杭州XixiInCity),,,,,
,000000002109,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7984-斯特拉迪瓦里斯商业(上海)有限公司佛山桂澜南路分公司(佛山Perennial),,,,,
,000000002110,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 10269-斯特拉迪瓦里斯商业（上海）有限公司西安未央路分公司,,,,,
,000000002111,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 10318-斯特拉迪瓦里斯商业(上海)有限公司哈尔滨红旗大街分公司,,,,,
,000000002112,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 10701-斯特拉迪瓦里斯商业(上海)有限公司成都大悦路分公司,,,,,
,000000002113,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 10821-斯特拉迪瓦里斯商业（上海）有限公司郑州农业东路分公司,,,,,
,000000002114,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11531-斯特拉迪瓦里斯商业（上海）有限公司太原亲贤北街分公司,,,,,
,000000002115,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11558-斯特拉迪瓦里斯商业（上海）有限公司深圳福华一路分公司,,,,,
,000000002116,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11561-斯特拉迪瓦里斯商业（上海）有限公司深圳皇岗路分公司,,,,,
,000000002117,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11596-斯特拉迪瓦里斯(上海)有限公司南京双龙大道分公司,,,,,
,000000002118,K005001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11652-斯特拉迪瓦里商业（上海）有限公司深圳滨河大道分公司,,,,,
,000000002119,K005002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11714-斯特拉迪瓦里斯(上海)有限公司重庆金开大道分公司,,,,,
,000000002120,K005002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11789-斯特拉迪瓦里斯商业(上海)有限公司海口国兴大道分公司,,,,,
,000000002121,K005002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 11933-斯特拉迪瓦里斯商业（上海）有限公司苏州中心广场分公司,,,,,
,000000002122,K005002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 12134-斯特拉迪瓦里斯商业（上海）有限公司杭州江汉路分公司,,,,,
,000000002123,K005002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 71-斯特拉迪瓦里斯商业（上海）有限公司,,,,,
,000000002124,K005002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-2/3 71-斯特拉迪瓦里斯商业（上海）有限公司,,,,,
,000000002125,K005002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-3/3 71-斯特拉迪瓦里斯商业（上海）有限公司,,,,,
,000000002126,L001001,90268-BSK BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 8803-波丝可商业(北京)有限公司南通桃园路分公司(CenturyPlaza),,,,,
,000000002127,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 21-飒拉商业（北京）有限公司,,,,,
,000000002128,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/2 21-飒拉商业（北京）有限公司,,,,,
,000000002129,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1280-飒拉商业(北京)有限公司长春开运街分公司(OuyaMarket),,,,,
,000000002130,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1369-飒拉商业(北京)有限公司天津南门外大街分公司(Joycity),,,,,
,000000002131,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1403-飒拉商业(北京)有限公司石家庄中山东路分公司(石家庄Lerthai),,,,,
,000000002132,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1406-飒拉商业(北京)有限公司天津滨海新区塘沽解放路分公司(Jinyuanbao),,,,,
,000000002133,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1417-飒拉商业(北京)有限公司天津和平路分公司(天津wante),,,,,
,000000002134,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/3 1455-飒拉商业(北京)有限公司吉林市吉林大街分公司(吉林FortunePlaza),,,,,
,000000002135,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/3 1455-飒拉商业(北京)有限公司吉林市吉林大街分公司(吉林FortunePlaza),,,,,
,000000002136,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-3/3 1455-飒拉商业(北京)有限公司吉林市吉林大街分公司(吉林FortunePlaza),,,,,
,000000002137,L001001,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1470-飒拉商业(北京)有限公司鞍山建国南路分公司(Tesco),,,,,
,000000002138,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 1476-飒拉商业(北京)有限公司沈阳兴华南街分公司(Wanda),,,,,
,000000002139,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/2 1476-飒拉商业(北京)有限公司沈阳兴华南街分公司(Wanda),,,,,
,000000002140,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 3870-飒拉商业(北京)有限公司天津和平分公司(Milenio),,,,,
,000000002141,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 3895-飒拉商业(北京)有限公司哈尔滨中央大街分公司,,,,,
,000000002142,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 3896-飒拉商业(北京)有限公司太原长风街分公司(FWMall),,,,,
,000000002143,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 3897-飒拉商业(北京)有限公司大连时代广场分公司(TimeSquare),,,,,
,000000002144,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/2 3897-飒拉商业(北京)有限公司大连时代广场分公司(TimeSquare),,,,,
,000000002145,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 3961-飒拉商业(北京)有限公司,,,,,
,000000002146,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 3972-飒拉商业(北京)有限公司大连天兴罗斯福分公司(TRC),,,,,
,000000002147,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 6440-飒拉商业（北京）有限公司大连长江东路分公司,,,,,
,000000002148,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9025-飒拉商业(北京)有限公司哈尔滨中兴大道第二分公司(哈尔滨Wanda-men),,,,,
,000000002149,L001002,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9026-飒拉商业(北京)有限公司长春工农大路分公司(欧亚),,,,,
,000000002150,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9070-飒拉商业(北京)有限公司沈阳小东路分公司(JoyCity),,,,,
,000000002151,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9099-飒拉商业(北京)有限公司哈尔滨中兴大道第一分公司(哈尔滨Wanda-women),,,,,
,000000002152,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9116-飒拉商业(北京)有限公司乌鲁木齐友好北路分公司(乌鲁木齐SHKPlaza),,,,,
,000000002153,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 9127-飒拉商业(北京)有限公司沈阳中华路分公司(Ouya),,,,,
,000000002154,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/2 9127-飒拉商业(北京)有限公司沈阳中华路分公司(Ouya),,,,,
,000000002155,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9136-飒拉商业(北京)有限公司大连高尔基路分公司(PeacePlaza),,,,,
,000000002156,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9150-飒拉商业(北京)有限公司沈阳北二中路分公司(沈阳StarMall),,,,,
,000000002157,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9154-飒拉商业(北京)有限公司呼和浩特中山西路分公司(VictoryDepartmentStore),,,,,
,000000002158,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9155-飒拉商业(北京)有限公司沈阳中街路分公司(Palace66),,,,,
,000000002159,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9177-飒拉商业(北京)有限公司呼和浩特新华东街分公司(Wanda),,,,,
,000000002160,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9178-飒拉商业(北京)有限公司包头青年路分公司(Wanda),,,,,
,000000002161,L001003,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9223-飒拉商业(北京)有限公司大连中山路分公司(Qiulin),,,,,
,000000002162,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 9228-飒拉商业(北京)有限公司天津大丰路分公司(AquaCity),,,,,
,000000002163,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 9228-飒拉商业(北京)有限公司天津大丰路分公司(AquaCity),,,,,
,000000002164,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/2 9281-飒拉商业(北京)有限公司大庆东风路分公司(Wanda),,,,,
,000000002165,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 9281-飒拉商业(北京)有限公司大庆东风路分公司(Wanda),,,,,
,000000002166,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/2 9283-飒拉商业(北京)有限公司廊坊新华路分公司(Wanda),,,,,
,000000002167,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9284-飒拉商业(北京)有限公司石家庄建华南大街分公司(Wanda),,,,,
,000000002168,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/2 9289-飒拉商业(北京)有限公司唐山新华东道分公司(Wanda),,,,,
,000000002169,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-2/2 9289-飒拉商业(北京)有限公司唐山新华东道分公司(Wanda),,,,,
,000000002170,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9290-飒拉商业(北京)有限公司银川正源北街分公司(Wanda),,,,,
,000000002171,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10711-飒拉商业(北京)有限公司哈尔滨红旗大街分公司,,,,,
,000000002172,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10867-飒拉商业（北京）有限公司太原亲贤北街分公司,,,,,
,000000002173,L001004,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11936-飒拉商业（北京）有限公司哈尔滨景江东路分公司,,,,,
,000000002174,L001005,90204-ZARA BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12161-飒拉商业(北京)有限公司哈尔滨世茂大道分公司,,,,,
,000000002175,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 949-飒拉商业(上海)有限公司重庆三峡广场分公司(HuangHuaNewCenturyPlaza),,,,,
,000000002176,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1237-飒拉商业(上海)有限公司烟台北马路分公司(烟台Joycity),,,,,
,000000002177,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1252-飒拉商业(上海)有限公司佛山南海大道分公司(佛山Nanhai),,,,,
,000000002178,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1263-飒拉商业(上海)有限公司厦门仙岳路分公司(Wanda),,,,,
,000000002179,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1264-飒拉商业(上海)有限公司镇江黄山西路分公司(Wanda),,,,,
,000000002180,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1282-飒拉商业(上海)有限公司成都科华中路分公司(王府井),,,,,
,000000002181,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1356-飒拉商业(上海)有限公司成都总府街分公司(Zongfu乐森购物中心),,,,,
,000000002182,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1364-飒拉商业(上海)有限公司南宁民族大道分公司,,,,,
,000000002183,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1365-飒拉商业(上海)有限公司中山南基路分公司(中山兴中广场),,,,,
,000000002184,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1367-飒拉商业(上海)有限公司赣州长征大道分公司(9Square),,,,,
,000000002185,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1368-飒拉商业(上海)有限公司重庆江南大道分公司(StarlightPlace),,,,,
,000000002186,L002001,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1383-飒拉商业(上海)有限公司西安雁塔南路分公司(银泰),,,,,
,000000002187,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1391-飒拉商业(上海)有限公司成都锦华路分公司(Wanda),,,,,
,000000002188,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1398-飒拉商业(上海)有限公司宜昌东山大道分公司(卓悦),,,,,
,000000002189,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1399-飒拉商业(上海)有限公司深圳文心五路分公司,,,,,
,000000002190,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1400-飒拉商业(上海)有限公司常州武宜中路分公司(WanboPlaza),,,,,
,000000002191,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1401-飒拉商业(上海)有限公司武汉汉街分公司(武汉Wanda),,,,,
,000000002192,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1404-飒拉商业(上海)有限公司南京应天大街分公司(南京WonderCity),,,,,
,000000002193,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1428-飒拉商业(上海)有限公司扬州京华城路分公司(扬州LivingMall),,,,,
,000000002194,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1454-飒拉商业(上海)有限公司汕头金砂路分公司(汕头星湖城StarLake),,,,,
,000000002195,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1456-飒拉商业(上海)有限公司青岛夏庄路分公司(青岛RockCity),,,,,
,000000002196,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1457-飒拉商业(上海)有限公司广州福德路分公司(广州AoyuanPlaza),,,,,
,000000002197,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1466-飒拉商业(上海)有限公司无锡团结中路分公司(无锡InterIKEA),,,,,
,000000002198,L002002,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1468-飒拉商业（上海）有限公司武汉长宜路分公司,,,,,
,000000002199,L002003,90185-ZARA SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1473-飒拉商业(上海)有限公司宁波四明中路分公司(宁波Wanda),,,,,
