Id,Code,Storage,Legal entity,Team,Team type,City,Description,Last return time,Status,,,
,000000001931,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7140-奥依修商贸(上海)有限公司福州浦上大道分公司(Wanda),,,,,
,000000001932,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7141-奥依修商贸(上海)有限公司泰州济川东路分公司(Wanda),,,,,
,000000001933,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7142-奥依修商贸(上海)有限公司唐山新华东道分公司(Wanda),,,,,
,000000001934,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7144-奥依修商贸(上海)有限公司常州通江中路分公司(Wanda),,,,,
,000000001935,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7145-奥依修商贸(上海)有限公司银川正源北街分公司(Wanda),,,,,
,000000001936,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7159-奥依修商贸(上海)有限公司厦门仙岳路分公司(Wanda),,,,,
,000000001937,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7160-奥依修商贸(上海)有限公司镇江黄山西路分公司(Wanda),,,,,
,000000001938,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7162-奥依修商贸(上海)有限公司长春开运街分公司(Ouya),,,,,
,000000001939,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7183-奥依修商贸(上海)有限公司赣州长征大道分公司(9square),,,,,
,000000001940,K001003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7198-奥依修商贸(上海)有限公司青岛夏庄路分公司(青岛RockCity),,,,,
,000000001941,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7311-奥依修商贸(上海)有限公司烟台北马路分公司(烟台Joy City),,,,,
,000000001942,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7320-奥依修商贸（上海）有限公司大连长江东路分公司,,,,,
,000000001943,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7517-奥依修商贸(上海)有限公司北京常通路分公司(北京Paradise Walk),,,,,
,000000001944,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7766-奥依修商贸(上海)有限公司常州武宜中路分公司(新城万博),,,,,
,000000001945,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7775-奥依修商贸(上海)有限公司南京应天大街分公司(南京WonderCity),,,,,
,000000001946,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7797-奥依修商贸(上海)有限公司重庆江南大道分公司(StarlightPlace),,,,,
,000000001947,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7926-奥依修商贸(上海)有限公司汕头金砂路分公司(汕头星湖城StarLake),,,,,
,000000001948,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7927-奥依修商贸(上海)有限公司广州福德路分公司(广州AoyuanPlaza),,,,,
,000000001949,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7929-奥依修商贸(上海)有限公司鞍山建国南路分公司(Tesco),,,,,
,000000001950,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7930-奥依修商贸(上海)有限公司兴华南街分公司(沈阳Wanda),,,,,
,000000001951,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7940-奥依修商贸(上海)有限公司杭州金城路分公司(杭州LSE城市生活广场),,,,,
,000000001952,K001004,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7944-奥依修商贸(上海)有限公司泉州宝洲路分公司(泉州Wanda),,,,,
,000000001953,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7945-奥依修商贸(上海)有限公司温州永定路分公司(温州Wanda),,,,,
,000000001954,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7946-奥依修商贸(上海)有限公司郑州大学南路分公司(郑州Wanda),,,,,
,000000001955,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7947-奥依修商贸(上海)有限公司成都金牛万达分公司(成都Wanda),,,,,
,000000001956,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7949-奥依修商贸(上海)有限公司成都涌泉光华大道分公司(成都Pearl River),,,,,
,000000001957,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7950-奥依修商贸(上海)有限公司威海新威路分公司(威海Wantong),,,,,
,000000001958,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 7994-奥依修商贸(上海)有限公司天津南门外大街分公司(Joycity),,,,,
,000000001959,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10212-奥依修商贸（上海）有限公司淄博金晶大道分公司,,,,,
,000000001960,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10214-奥依修商贸(上海)有限公司重庆时代天街分公司(重庆ParadiseWalk Times),,,,,
,000000001961,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10215-奥依修商贸（上海）有限公司武汉长宜路分公司,,,,,
,000000001962,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10216-奥依修商贸(上海)有限公司合肥潜山路分公司(合肥Mixc),,,,,
,000000001963,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10248-奥依修商贸(上海)有限公司杭州金沙大道分公司(杭州Longhu),,,,,
,000000001964,K001005,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10254-奥依修商贸(上海)有限公司南京双龙大道分公司,,,,,
,000000001965,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10306-奥依修商贸(上海)有限公司成都益州大道分公司(成都ChuanFu),,,,,
,000000001966,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10699-奥依修商贸(上海)有限公司成都大悦路分公司,,,,,
,000000001967,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10719-奥依修商贸(上海)有限公司哈尔滨红旗大街分公司,,,,,
,000000001968,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10879-奥依修商贸(上海)有限公司深圳华富路分公司,,,,,
,000000001969,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10879-奥依修商贸(上海)有限公司深圳华富路分公司,,,,,
,000000001970,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10883-奥依修商贸（上海）有限公司西安未央路分公司,,,,,
,000000001971,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11593-奥依修商贸（上海）有限公司青岛黑龙江南路分公司,,,,,
,000000001972,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11616-奥依修商贸（上海）有限公司太原亲贤北街分公司,,,,,
,000000001973,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11618-奥依修商贸（上海）有限公司长沙枫林三路分公司,,,,,
,000000001974,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11620-奥依修商贸（上海）有限公司郑州农业东路分公司,,,,,
,000000001975,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11762-奥依修商贸(上海)有限公司重庆金开大道分公司,,,,,
,000000001976,K002001,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11764-奥依修商贸（上海）有限公司西安星火路分公司,,,,,
,000000001977,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11765-奥依修商贸（上海）有限公司天津和平路分公司,,,,,
,000000001978,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11797-奥依修商贸(上海)有限公司海口国兴大道分公司,,,,,
,000000001979,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11944-奥依修商贸（上海）有限公司重庆江北城北大街分公司,,,,,
,000000001980,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11945-奥依修商贸（上海）有限公司哈尔滨景江东路分公司,,,,,
,000000001981,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11946-奥依修商贸（上海）有限公司义乌工人西路分公司,,,,,
,000000001982,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11982-奥依修商贸（上海）有限公司重庆南滨路分公司,,,,,
,000000001983,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11983-奥依修商贸（上海）有限公司苏州中心广场分公司,,,,,
,000000001984,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11984-奥依修商贸（上海）有限公司长沙解放西路分公司,,,,,
,000000001985,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11985-奥依修商贸（上海）有限公司深圳皇岗路分公司,,,,,
,000000001986,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12201-奥依修商贸（上海）有限公司杭州江汉路分公司,,,,,
,000000001987,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12204-奥依修商贸（上海）有限公司深圳新湖路分公司,,,,,
,000000001988,K002002,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12205-奥依修商贸（上海）有限公司北京西大望路分公司,,,,,
,000000001989,K002003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12302-奥依修商贸（上海）有限公司深圳南山深南大道分公司,,,,,
,000000001990,K002003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12370-奥依修商贸（上海）有限公司杭州丽水路分公司,,,,,
,000000001991,K002003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12405-奥依修商贸（上海）有限公司西安木塔寨西路分公司,,,,,
,000000001992,K002003,90344-OYSHO SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 16581-奥依修商贸（上海）有限公司成都中纱帽街分公司(成都Taikooli),,,,,
,000000001993,K002003,90258-MD BJ,Accounting-GL,FA,BJ,FA Fixed assets fapiaos 2015~2017-01~12-1/1 31-麦西姆杜特商业(北京)有限公司,,,,,
,000000001994,K002003,90389-E-COM,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 111-爱特思电子商务总公司,,,,,
,000000001995,K002003,90417-BSK SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 131-波丝可商业(上海)有限公司,,,,,
,000000001996,K002003,90453-ZARA FASHION ,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2017-01~12-1/3 151-飒拉服饰(上海) 有限公司(上海Nanjing East),,,,,
,000000001997,K002003,90453-ZARA FASHION ,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2017-01~12-2/3 151-飒拉服饰(上海) 有限公司(上海Nanjing East),,,,,
,000000001998,K002003,90453-ZARA FASHION ,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2017-01~12-3/3 151-飒拉服饰(上海) 有限公司(上海Nanjing East),,,,,
,000000001999,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/4 101-飒拉家居商贸(上海)有限公司总公司,,,,,
,000000002000,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-2/4 101-飒拉家居商贸(上海)有限公司总公司,,,,,
,000000002001,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-3/4 101-飒拉家居商贸(上海)有限公司总公司,,,,,
,000000002002,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-4/4 101-飒拉家居商贸(上海)有限公司总公司,,,,,
,000000002003,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1649-飒拉家居商贸(上海)有限公司北京光华路分公司(ThePlace),,,,,
,000000002004,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1650-飒拉家居商贸(上海)有限公司天津大丰路分公司(AquaCity),,,,,
,000000002005,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1651-飒拉家居商贸(上海)有限公司北京朝阳公园路分公司(Solana),,,,,
,000000002006,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1653-飒拉家居商贸(上海)有限公司沈阳北二中路分公司(沈阳StarMall),,,,,
,000000002007,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1661-飒拉家居商贸(上海)有限公司广州万菱汇分公司(Onelink),,,,,
,000000002008,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1673-飒拉家居商贸(上海)有限公司天津南门外大街分公司(Joycity),,,,,
,000000002009,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1686-飒拉家居商贸(上海)有限公司南京应天大街分公司(南京WonderCity),,,,,
,000000002010,K003001,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1770-飒拉家居商贸(上海)有限公司合肥潜山路分公司(合肥Mixc),,,,,
,000000002011,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1806-飒拉家居商贸（上海）有限公司重庆正街分公司(重庆China Resources),,,,,
,000000002012,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1811-飒拉家居商贸(上海)有限公司青岛夏庄路分公司(青岛RockCity),,,,,
,000000002013,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1819-飒拉家居商贸(上海)有限公司广州福德路分公司(广州AoyuanPlaza),,,,,
,000000002014,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1828-飒拉家居商贸(上海)有限公司北京北四环东路分公司(北京we-lifePlaza),,,,,
,000000002015,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1830-飒拉家居商贸(上海)有限公司宁波市鄞州钱湖北路分公司(宁波SZITIC),,,,,
,000000002016,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 1836-飒拉家居商贸(上海)有限公司杭州金城路分公司(杭州LSE城市生活广场),,,,,
,000000002017,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/2 1840-飒拉家居商贸(上海)有限公司成都金牛万达分公司(成都Wanda),,,,,
,000000002018,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-2/2 1840-飒拉家居商贸(上海)有限公司成都金牛万达分公司(成都Wanda),,,,,
,000000002019,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 5094-飒拉家居商贸(上海)有限公司北京朝阳北路分公司(北京Joycity),,,,,
,000000002020,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 5416-飒拉家居商贸(上海)有限公司成都大悦路分公司,,,,,
,000000002021,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 5654-飒拉家居商贸(上海)有限公司青岛山东路分公司(青岛MixCity),,,,,
,000000002022,K003002,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 5921-飒拉家居商贸（上海）有限公司成都中纱帽街分公司(成都Taikooli),,,,,
,000000002023,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 5982-飒拉家居商贸(上海)有限公司西安雁塔南路分公司(西安Intime),,,,,
,000000002024,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 6372-飒拉家居商贸(上海)有限公司北京常通路分公司(北京Paradise Walk),,,,,
,000000002025,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 6399-飒拉家居商贸（山海）有限公司宁波天童南路分公司,,,,,
,000000002026,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 6550-飒拉家居商贸(上海)有限公司杭州五常大道分公司(杭州XixiInCity),,,,,
,000000002027,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 6563-飒拉家居商贸（上海）有限公司大连长江东路分公司,,,,,
,000000002028,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 9224-飒拉家居商贸(上海)有限公司天津和平路分公司(天津wante),,,,,
,000000002029,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10614-飒拉家居商贸(上海)有限公司哈尔滨红旗大街分公司,,,,,
,000000002030,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10643-飒拉家居商贸（上海）有限公司西安未央路分公司,,,,,
,000000002031,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10644-飒拉家居商贸(上海)有限公司成都益州大道分公司(成都ChuanFu),,,,,
,000000002032,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2018-01~12-1/1 10672-飒拉家居商贸（上海）有限公司深圳皇岗路分公司,,,,,
,000000002033,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 10693-飒拉家居商贸（上海）有限公司苏州中心广场分公司,,,,,
,000000002034,K003003,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11078-飒拉家居商贸（上海）有限公司太原亲贤北街分公司,,,,,
,000000002035,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11080-飒拉家居商贸（上海）有限公司郑州农业东路分公司,,,,,
,000000002036,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11598-飒拉家居商贸(上海)有限公司南京双龙大道分公司,,,,,
,000000002037,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11611-飒拉家居商贸（上海）有限公司南宁民族大道分公司,,,,,
,000000002038,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2017-01~12-1/1 11653-飒拉家居商贸（上海）有限公司重庆江北城北大街分公司,,,,,
,000000002039,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11674-飒拉家居商贸（上海）有限公司杭州新业路分公司,,,,,
,000000002040,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 11690-飒拉家居商贸（上海）有限公司海口国兴大道分公司,,,,,
,000000002041,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2018-01~12-1/1 11880-飒拉家居商贸（上海）有限公司长沙解放西路分公司,,,,,
,000000002042,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12050-飒拉家居商贸（上海）有限公司杭州江汉路分公司,,,,,
,000000002043,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2017-01~12-1/1 12113-飒拉家居商贸（上海）有限公司深圳南山深南大道分公司,,,,,
,000000002044,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2018-01~12-1/1 12114-飒拉家居商贸（上海）有限公司北京西大望路分公司,,,,,
,000000002045,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2017-01~12-1/1 12328-飒拉家居商贸（上海）有限公司深圳新湖路分公司,,,,,
,000000002046,K003004,90346-ZARA HOME,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2017-01~12-1/1 12369-飒拉家居商贸（上海）有限公司西安木塔寨西路分公司,,,,,
,000000002047,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 6304-斯特拉迪瓦里斯商业(上海)有限公司金华新华街分公司(金华Yongsheng),,,,,
,000000002048,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 6316-斯特拉迪瓦里斯商业(上海)有限公司哈尔滨中兴大道分公司(哈尔滨Wanda-women),,,,,
,000000002049,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 6367-斯特拉迪瓦里斯商业(上海)有限公司北京欣宁街分公司(北京InterIkea),,,,,
,000000002050,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 6375-斯特拉迪瓦里斯商业(上海)有限公司重庆时代天街分公司(重庆ParadiseWalk Times),,,,,
,000000002051,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7206-斯特拉迪瓦里斯商业(上海)有限公司福州浦上大道分公司(Wanda),,,,,
,000000002052,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7207-斯特拉迪瓦里斯商业(上海)有限公司唐山新华东道分公司(Wanda),,,,,
,000000002053,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7208-斯特拉迪瓦里斯商业(上海)有限公司常州通江中路分公司(Wanda),,,,,
,000000002054,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7221-斯特拉迪瓦里斯商业(上海)有限公司镇江黄山西路分公司(镇江Wanda),,,,,
,000000002055,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7222-斯特拉迪瓦里斯商业(上海)有限公司厦门仙岳路分公司(厦门湖里Wanda),,,,,
,000000002056,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7223-斯特拉迪瓦里斯商业(上海)有限公司长春开运街分公司(OuyaMarket),,,,,
,000000002057,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7234-斯特拉迪瓦里斯商业(上海)有限公司南宁民族大道分公司(NanningAdmiral),,,,,
,000000002058,K004001,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7245-斯特拉迪瓦里斯商业(上海)有限公司赣州长征大道分公司(9Square),,,,,
,000000002059,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7246-斯特拉迪瓦里斯商业(上海)有限公司重庆江南大道分公司(StarlightPlace),,,,,
,000000002060,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7251-斯特拉迪瓦里斯商业(上海)有限公司天津南门外大街分公司(Joycity),,,,,
,000000002061,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7258-斯特拉迪瓦里斯商业(上海)有限公司宜昌东山大道分公司(卓悦),,,,,
,000000002062,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7260-斯特拉迪瓦里斯商业(上海)有限公司南京应天大街分公司(南京WonderCity),,,,,
,000000002063,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7261-斯特拉迪瓦里斯商业(上海)有限公司石家庄中山东路分公司(石家庄Lerthai),,,,,
,000000002064,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7277-斯特拉迪瓦里斯商业(上海)有限公司扬州京华城路分公司(扬州LivingMall),,,,,
,000000002065,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7290-斯特拉迪瓦里斯商业(上海)有限公司青岛夏庄路分公司(青岛RockCity),,,,,
,000000002066,K004002,90312-STR SH,Accounting-GL,FA,SH,FA Fixed assets fapiaos 2015~2018-01~12-1/1 7293-斯特拉迪瓦里斯商业(上海)有限公司汕头金砂路分公司(汕头星湖城StarLake),,,,,
