Code,Barcode,Storage,Legal entity,Team,Team type,City,Description,Last return day,Location,Status,Create date,Updated at
000000006149,SH1900726,J003001,90269-PB BJ,Accounting-GL,API,BJ,API Stock purchase 2016-11~11-1/1 ,,,IN,,
000000006150,SH1900726,J003001,90269-PB BJ,Accounting-GL,API,BJ,API Stock purchase 2016-12~12-1/1 ,,,IN,,
000000006151,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-1~1-1/1 ,,,IN,,
000000006152,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-2~2-1/1 ,,,IN,,
000000006153,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-3~3-1/1 ,,,IN,,
000000006154,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-4~4-1/1 ,,,IN,,
000000006155,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-5~5-1/1 ,,,IN,,
000000006156,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-6~6-1/1 ,,,IN,,
000000006157,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-7~7-1/1 ,,,IN,,
000000006158,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-8~8-1/1 ,,,IN,,
000000006159,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-9~9-1/1 ,,,IN,,
000000006160,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-10~10-1/1 ,,,IN,,
000000006161,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-11~11-1/1 ,,,IN,,
000000006162,SH1900726,J003001,90312-STR SH,Accounting-GL,API,SH,API Stock purchase 2016-12~12-1/1 ,,,IN,,
000000006163,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-1~1-1/1 ,,,IN,,
000000006164,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-2~2-1/1 ,,,IN,,
000000006165,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-3~3-1/1 ,,,IN,,
000000006166,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-4~4-1/1 ,,,IN,,
000000006167,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-5~5-1/1 ,,,IN,,
000000006168,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-6~6-1/1 ,,,IN,,
000000006169,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-7~7-1/1 ,,,IN,,
000000006170,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-8~8-1/1 ,,,IN,,
000000006171,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-9~9-1/1 ,,,IN,,
000000006172,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-10~10-1/1 ,,,IN,,
000000006173,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-11~11-1/1 ,,,IN,,
000000006174,SH1900726,J003001,90204-ZARA BJ,Accounting-GL,API,BJ,API Stock purchase 2016-12~12-1/1 ,,,IN,,
000000006175,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-1~1-1/1 ,,,IN,,
000000006176,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-2~2-1/1 ,,,IN,,
000000006177,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-3~3-1/1 ,,,IN,,
000000006178,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-4~4-1/1 ,,,IN,,
000000006179,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-5~5-1/1 ,,,IN,,
000000006180,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-6~6-1/1 ,,,IN,,
000000006181,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-7~7-1/1 ,,,IN,,
000000006182,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-8~8-1/1 ,,,IN,,
000000006183,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-9~9-1/1 ,,,IN,,
000000006184,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-10~10-1/1 ,,,IN,,
000000006185,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-11~11-1/1 ,,,IN,,
000000006186,SH1900726,J003001,90346-ZARA HOME,Accounting-GL,API,SH,API Stock purchase 2016-12~12-1/1 ,,,IN,,
000000006187,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-1~1-1/1 ,,,IN,,
000000006188,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-2~2-1/2 ,,,IN,,
000000006189,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-2~2-2/2 ,,,IN,,
000000006190,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-3~3-1/1 ,,,IN,,
000000006191,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-4~4-1/1 ,,,IN,,
000000006192,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-5~5-1/1 ,,,IN,,
000000006193,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-6~6-1/1 ,,,IN,,
000000006194,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-7~7-1/1 ,,,IN,,
000000006195,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-8~8-1/1 ,,,IN,,
000000006196,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-9~9-1/1 ,,,IN,,
000000006197,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-10~10-1/1 ,,,IN,,
000000006198,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-11~11-1/1 ,,,IN,,
000000006199,SH1900727,J003001,90185-ZARA SH,Accounting-GL,API,SH,API Stock purchase 2016-12~12-1/1 ,,,IN,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
